id,comment,sentiment,topic,source,post_id,user_name
1904,This response will boost public confidence in our security. I feel proud of the way the forces handled the situation. I feel proud of the way the forces handled the situation. Such bravery and discipline deserve appreciation.,positive,security,forum,post_1904,user_1904
1905,This response will boost public confidence in our security. I feel proud of the way the forces handled the situation. This response will boost public confidence in our security.,positive,media,twitter,post_1905,user_1905
1906,This event could affect upcoming regional policies. Multiple viewpoints have emerged regarding the attack. Experts are still analyzing the sequence of events. Experts are still analyzing the sequence of events.,neutral,security,twitter,post_1906,user_1906
1907,The incident in Pahalgam has raised various questions. The incident in Pahalgam has raised various questions. Multiple viewpoints have emerged regarding the attack. This event could affect upcoming regional policies.,neutral,public_reaction,youtube,post_1907,user_1907
1908,This has caused more fear than assurance among the public. This has caused more fear than assurance among the public. Authorities seemed unprepared and disorganized.,negative,media,facebook,post_1908,user_1908
1909,I feel proud of the way the forces handled the situation. Such bravery and discipline deserve appreciation. I feel proud of the way the forces handled the situation. This response will boost public confidence in our security.,positive,media,youtube,post_1909,user_1909
1910,This event could affect upcoming regional policies. Experts are still analyzing the sequence of events. The incident in Pahalgam has raised various questions.,neutral,security,twitter,post_1910,user_1910
1911,The incident in Pahalgam has raised various questions. The incident in Pahalgam has raised various questions.,neutral,public_reaction,youtube,post_1911,user_1911
1912,The response to the Pahalgam tragedy was poorly handled. The response to the Pahalgam tragedy was poorly handled. This has caused more fear than assurance among the public.,negative,public_reaction,facebook,post_1912,user_1912
1913,The lack of planning and care is disturbing. Authorities seemed unprepared and disorganized.,negative,security,twitter,post_1913,user_1913
1914,Experts are still analyzing the sequence of events. The incident in Pahalgam has raised various questions.,neutral,media,twitter,post_1914,user_1914
1915,Experts are still analyzing the sequence of events. The incident in Pahalgam has raised various questions. Multiple viewpoints have emerged regarding the attack. This event could affect upcoming regional policies.,neutral,media,facebook,post_1915,user_1915
1916,The incident in Pahalgam has raised various questions. Experts are still analyzing the sequence of events. This event could affect upcoming regional policies.,neutral,public_reaction,facebook,post_1916,user_1916
1917,Such bravery and discipline deserve appreciation. The government's actions in Pahalgam are commendable. The government's actions in Pahalgam are commendable. I feel proud of the way the forces handled the situation.,positive,security,facebook,post_1917,user_1917
1918,Such bravery and discipline deserve appreciation. I feel proud of the way the forces handled the situation. I feel proud of the way the forces handled the situation.,positive,media,youtube,post_1918,user_1918
1919,I feel proud of the way the forces handled the situation. Such bravery and discipline deserve appreciation. This response will boost public confidence in our security. This response will boost public confidence in our security.,positive,security,forum,post_1919,user_1919
1920,The lack of planning and care is disturbing. Authorities seemed unprepared and disorganized. Authorities seemed unprepared and disorganized.,negative,media,forum,post_1920,user_1920
1921,Multiple viewpoints have emerged regarding the attack. Multiple viewpoints have emerged regarding the attack. This event could affect upcoming regional policies.,neutral,public_reaction,facebook,post_1921,user_1921
1922,I feel proud of the way the forces handled the situation. Such bravery and discipline deserve appreciation.,positive,media,youtube,post_1922,user_1922
1923,The response to the Pahalgam tragedy was poorly handled. The lack of planning and care is disturbing.,negative,security,forum,post_1923,user_1923
1924,Authorities seemed unprepared and disorganized. This has caused more fear than assurance among the public.,negative,security,facebook,post_1924,user_1924
1925,The response to the Pahalgam tragedy was poorly handled. Authorities seemed unprepared and disorganized. The lack of planning and care is disturbing. Authorities seemed unprepared and disorganized.,negative,security,facebook,post_1925,user_1925
1926,Authorities seemed unprepared and disorganized. The response to the Pahalgam tragedy was poorly handled. The lack of planning and care is disturbing.,negative,media,twitter,post_1926,user_1926
